name,link,desc,lang,star,fork,updatedAt
"chrishurlburt / vue-scrollview","https://github.com/chrishurlburt/vue-scrollview","A Vue.js component for detecting when components are visible in the viewport via the Vue.js scoped slots api.","JavaScript","97","7","2019-02-06T16:17:32Z"
"dannyvankooten / dannyvankooten.com","https://github.com/dannyvankooten/dannyvankooten.com","Site repository for my personal blog","Jupyter Notebook","2","2","2019-12-31T14:37:50Z"
"picocms / Pico","https://github.com/picocms/Pico","Pico is a stupidly simple, blazing fast, flat file CMS.","PHP","3184","550","2019-12-31T15:40:08Z"
"kaeyleo / jekyll-theme-H2O","https://github.com/kaeyleo/jekyll-theme-H2O","🎉 A clean and delicate Jekyll theme. Jekyll博客主题","CSS","793","419","2019-07-16T06:29:05Z"
"XndroidDev / Xndroid","https://github.com/XndroidDev/Xndroid","A proxy software for Android based on XX-Net and fqrouter.","Java","892","181","2019-04-07T04:58:04Z"
"snail007 / goproxy","https://github.com/snail007/goproxy","Proxy是高性能全功能的http代理、https代理、socks5代理、内网穿透、内网穿透p2p、内网穿透代理、内网穿透反向代理、内网穿透服务器、Websocket代理、TCP代理、UDP代理、DNS代理、DNS加密代理，代理API认证，全能跨平台代理服务器。","Go","7732","1566","2019-12-23T09:43:18Z"
"shadowsocksrr / shadowsocksr-android","https://github.com/shadowsocksrr/shadowsocksr-android","A ShadowsocksR client for Android","","5921","1114","2019-04-21T09:06:22Z"
"ruanyf / loppo","https://github.com/ruanyf/loppo","an extremely easy static site generator of markdown documents","JavaScript","614","103","2019-10-30T14:58:49Z"
"ruanyf / survivor","https://github.com/ruanyf/survivor","博客文集《未来世界的幸存者》","CSS","300","82","2018-08-13T04:57:34Z"
"octobercms / october","https://github.com/octobercms/october","Free, open-source, self-hosted CMS platform based on the Laravel PHP Framework.","PHP","9366","2062","2020-01-06T20:04:36Z"
"philipwalton / responsive-components","https://github.com/philipwalton/responsive-components","A modern approach to styling elements based on the size of their container","JavaScript","485","37","2019-03-14T22:11:23Z"
"dbarobin / BlockchainAge","https://github.com/dbarobin/BlockchainAge","「区块链技术指北」相关资料。","","50","14","2018-02-18T10:48:07Z"
"BlockchainOne / WeChat","https://github.com/BlockchainOne/WeChat","区块链技术指北（ChainONE）社区微信群价值信息汇总。","Shell","61","7","2020-01-05T11:41:01Z"
"jillro / commentit","https://github.com/jillro/commentit","Comm(ent|it) : in files comments for Github Pages","JavaScript","94","9","2019-06-10T14:01:03Z"
"tj / co","https://github.com/tj/co","The ultimate generator based flow-control goodness for nodejs (supports thunks, promises, etc)","JavaScript","11042","770","2019-11-27T08:01:28Z"
"defunkt / jquery-pjax","https://github.com/defunkt/jquery-pjax","pushState + ajax = pjax","JavaScript","16576","2106","2019-12-20T00:54:40Z"
"NewNewKing / SmallRomance","https://github.com/NewNewKing/SmallRomance","程序员的小浪漫","JavaScript","670","130","2018-08-20T04:39:58Z"
"ericdouglas / ES6-Learning","https://github.com/ericdouglas/ES6-Learning","📋 List of resources to learn ECMAScript 6!","","4585","621","2018-08-18T18:51:17Z"
"facebook / flux","https://github.com/facebook/flux","Application Architecture for Building User Interfaces","JavaScript","16523","3630","2019-12-30T03:30:13Z"
"garveen / laravoole","https://github.com/garveen/laravoole","Laravel && ( Swoole || Workerman ) to get 10x faster than php-fpm","PHP","890","146","2017-11-21T12:21:25Z"
"tangbc / vue-virtual-scroll-list","https://github.com/tangbc/vue-virtual-scroll-list","⚡️ A vue component support big amount data list with high scroll performance.","JavaScript","1491","226","2019-12-16T13:57:52Z"
"ElemeFE / vue-infinite-scroll","https://github.com/ElemeFE/vue-infinite-scroll","An infinite scroll directive for vue.js.","JavaScript","2250","358","2019-11-26T08:07:48Z"
"PeachScript / vue-infinite-loading","https://github.com/PeachScript/vue-infinite-loading","An infinite scroll plugin for Vue.js.","JavaScript","1979","274","2019-12-12T15:19:46Z"
"jgthms / lavalamp.js","https://github.com/jgthms/lavalamp.js","A replacement for infinite scrolling.","CSS","914","44","2016-03-09T17:13:01Z"
"Yuyz0112 / vue-loadmore-demo","https://github.com/Yuyz0112/vue-loadmore-demo","inspired by lavalamp.js and rebuild in vue.js","JavaScript","78","22","2016-05-30T08:55:14Z"
"hejianxian / vue-list","https://github.com/hejianxian/vue-list","🌈 A solution to build an infinite load-more list component.","JavaScript","291","40","2017-05-27T15:44:27Z"
"hilongjw / vue-recyclerview","https://github.com/hilongjw/vue-recyclerview","Mastering Large Lists with the vue-recyclerview","JavaScript","1384","104","2018-07-26T06:48:52Z"
"NeXTs / Clusterize.js","https://github.com/NeXTs/Clusterize.js","Tiny vanilla JS plugin to display large data sets easily","JavaScript","6585","385","2019-01-22T10:08:47Z"
"smallpath / blog","https://github.com/smallpath/blog","前后端分离+服务端渲染的博客系统. 基于Vue2、Koa2、MongoDB、Redis","JavaScript","640","129","2017-06-22T13:30:53Z"
"koajs / koa","https://github.com/koajs/koa","Expressive middleware for node.js using ES2017 async functions","JavaScript","28244","2642","2020-01-07T07:06:22Z"
"visionmedia / superagent","https://github.com/visionmedia/superagent","Ajax for Node.js and browsers (JS HTTP client)","JavaScript","14766","1228","2020-01-07T09:28:09Z"
"xunleif2e / vue-lazy-component","https://github.com/xunleif2e/vue-lazy-component","🐌 Vue.js 2.x 组件级懒加载方案-Vue.js 2.x component level lazy loading solution","Vue","787","103","2020-01-05T14:39:44Z"
"sroze / ngInfiniteScroll","https://github.com/sroze/ngInfiniteScroll","Infinite Scrolling for AngularJS","JavaScript","2975","774","2018-12-14T05:10:29Z"
"saqueib / vue-comments","https://github.com/saqueib/vue-comments","A simple comment system using Vue.js v2 and PHP, SQLite for backend, here is the tutorial which covers how to build it http://www.qcode.in/getting-started-vue-js-making-comment-app/","Vue","13","5","2016-12-18T03:16:15Z"
"oleg-agapov / basic-spa-vue-firebase-legacy","https://github.com/oleg-agapov/basic-spa-vue-firebase-legacy","Basic SPA with Vue and Firebase","JavaScript","25","4","2019-10-21T19:04:35Z"
"yomete / firestore-demo","https://github.com/yomete/firestore-demo","An introduction to Firebase's Cloud Firestore","JavaScript","40","21","2018-06-09T12:47:31Z"
"cyfdecyf / cow","https://github.com/cyfdecyf/cow","HTTP proxy written in Go. COW can automatically identify blocked sites and use parent proxies to access.","Go","7987","1630","2019-08-09T14:39:52Z"
"chartjs / Chart.js","https://github.com/chartjs/Chart.js","Simple HTML5 Charts using the <canvas> tag","JavaScript","46727","10101","2020-01-07T06:20:04Z"
"h5bp / html5-boilerplate","https://github.com/h5bp/html5-boilerplate","A professional front-end template for building fast, robust, and adaptable web apps or sites.","JavaScript","43826","10491","2020-01-06T22:23:40Z"
"wangdahoo / vue-scroller","https://github.com/wangdahoo/vue-scroller","Scroller Component for Vue.js","JavaScript","1679","399","2018-08-18T09:21:09Z"
"stackjie / vue-pull-to","https://github.com/stackjie/vue-pull-to","⚡️ A pull-down refresh and pull-up load more and infinite scroll component for Vue.js --Vue下拉刷新组件","JavaScript","678","200","2019-08-09T06:33:42Z"
"DrVanScott / git-clone-init","https://github.com/DrVanScott/git-clone-init","Automatic setup of user identity (user.email / user.name) on git clone","Shell","90","16","2018-01-26T12:51:44Z"
"vuelidate / vuelidate","https://github.com/vuelidate/vuelidate","Simple, lightweight model-based validation for Vue.js","JavaScript","4705","330","2020-01-06T07:26:45Z"
"stripe / jquery.payment","https://github.com/stripe/jquery.payment","[DEPRECATED] A general purpose library for building credit card forms, validating inputs and formatting numbers.","CoffeeScript","3641","706","2017-08-02T14:10:57Z"
"studygolang / studygolang","https://github.com/studygolang/studygolang","Go 语言中文网 | Golang中文社区 | Go语言学习园地 源码","Go","1556","505","2019-12-06T07:45:41Z"
"zeit / next.js","https://github.com/zeit/next.js","The React Framework","JavaScript","43776","5962","2020-01-07T07:01:18Z"
"standard / standard","https://github.com/standard/standard","🌟 JavaScript Style Guide, with linter & automatic code fixer","JavaScript","23022","1763","2019-12-31T09:02:41Z"
"postcss / postcss","https://github.com/postcss/postcss","Transforming styles with JS plugins","JavaScript","22005","1194","2020-01-07T06:51:20Z"
"museui / muse-ui","https://github.com/museui/muse-ui","Material Design UI library for Vuejs 2.0","Vue","7898","905","2019-12-28T09:23:30Z"
"bublejs / buble","https://github.com/bublejs/buble","","JavaScript","701","57","2019-12-30T10:07:22Z"
"vuejs / vue-cli","https://github.com/vuejs/vue-cli","🛠️ Standard Tooling for Vue.js Development","JavaScript","23963","4355","2020-01-06T22:10:37Z"
"chimurai / http-proxy-middleware","https://github.com/chimurai/http-proxy-middleware","⚡️ The one-liner node.js http-proxy middleware for connect, express and browser-sync","TypeScript","6211","496","2020-01-05T19:33:06Z"
"vuejs-templates / webpack","https://github.com/vuejs-templates/webpack","A full-featured Webpack + vue-loader setup with hot reload, linting, testing & css extraction.","JavaScript","9325","4509","2019-11-07T17:31:56Z"
"omwteam / webAdmin","https://github.com/omwteam/webAdmin","基于Vue.js 2.x系列 + Element UI 的后台管理系统解决方案。","Vue","153","75","2017-10-09T07:45:17Z"
"miaolz123 / vue-markdown","https://github.com/miaolz123/vue-markdown","A Powerful and Highspeed Markdown Parser for Vue","JavaScript","1240","182","2019-11-27T05:57:33Z"
"lin-xin / vue-schart","https://github.com/lin-xin/vue-schart","📊 Vue.js wrapper for sChart.js","Vue","231","67","2019-11-01T07:27:44Z"
"tuupola / base85","https://github.com/tuupola/base85","Base85 encoder and decoder for arbitrary data","PHP","15","3","2019-04-27T15:26:46Z"
"tuupola / base62","https://github.com/tuupola/base62","Base62 encoder and decoder for arbitrary data","PHP","116","15","2019-12-05T13:11:14Z"
"fareez-ahamed / countdown-vuejs","https://github.com/fareez-ahamed/countdown-vuejs","A Countdown Timer component for Vue.js","Vue","57","30","2016-10-17T16:58:11Z"
"airyland / Jsource","https://github.com/airyland/Jsource","JavaScript resources","","390","116","2014-08-31T17:56:03Z"
"stimulusjs / stimulus","https://github.com/stimulusjs/stimulus","A modest JavaScript framework for the HTML you already have","TypeScript","7815","199","2019-12-28T07:54:02Z"
"youzan / zanphp","https://github.com/youzan/zanphp","PHP开发面向C10K+的高并发SOA服务 和RPC服务首选框架","PHP","1431","258","2017-10-17T06:39:29Z"
"LoeiFy / Mirror","https://github.com/LoeiFy/Mirror","A blogging tool powered by GitHub API. Write your blog on GitHub issue.","JavaScript","541","64","2019-06-01T12:32:46Z"
"Pines-Cheng / blog","https://github.com/Pines-Cheng/blog","技术博客","HTML","384","31","2018-08-09T02:03:48Z"
"swoft-cloud / swoft","https://github.com/swoft-cloud/swoft","🚀 PHP Microservice Full Coroutine Framework","PHP","4540","687","2020-01-05T12:45:06Z"
"Tencent / tsf","https://github.com/Tencent/tsf","coroutine and Swoole based php server framework in tencent","PHP","2200","508","2019-10-24T03:46:39Z"
"matyhtf / framework","https://github.com/matyhtf/framework","SPF （Swoole PHP Framework），世界第一款基于Swoole扩展的PHP框架，开发者是Swoole创始人","PHP","2142","642","2019-10-09T02:21:37Z"
"swoole / swoole-src","https://github.com/swoole/swoole-src","🚀 Coroutine-based concurrency library for PHP","C++","15036","2924","2020-01-06T13:18:01Z"
"seajs / seajs","https://github.com/seajs/seajs","A Module Loader for the Web","JavaScript","7957","2683","2018-09-04T11:01:17Z"
"NervJS / nerv","https://github.com/NervJS/nerv","A blazing fast React alternative, compatible with IE8 and React 16.","JavaScript","5005","281","2019-11-28T11:08:15Z"
"o2team / athena","https://github.com/o2team/athena","O2前端流程工具","JavaScript","870","140","2018-11-08T03:09:06Z"
"php-pm / php-pm","https://github.com/php-pm/php-pm","PPM is a process manager, supercharger and load balancer for modern PHP applications.","PHP","5844","337","2020-01-02T20:10:48Z"
"todayqq / PHPerInterviewGuide","https://github.com/todayqq/PHPerInterviewGuide","相对于 PHPer 新手而言比较有指导意义的 PHPer 面试指南","","836","137","2019-10-07T13:44:00Z"
"meteor / meteor","https://github.com/meteor/meteor","Meteor, the JavaScript App Platform","JavaScript","41512","5097","2020-01-06T16:50:38Z"
"zasdfgbnm / mkinitcpio-docker-hooks","https://github.com/zasdfgbnm/mkinitcpio-docker-hooks","","Shell","11","2","2017-12-30T22:53:01Z"
"matthew-andrews / isomorphic-fetch","https://github.com/matthew-andrews/isomorphic-fetch","Isomorphic WHATWG Fetch API, for Node & Browserify","JavaScript","6472","313","2019-08-01T21:37:02Z"
"MikeMcl / big.js","https://github.com/MikeMcl/big.js","A small, fast JavaScript library for arbitrary-precision decimal arithmetic.","JavaScript","2572","262","2019-08-05T22:27:09Z"
"josdejong / mathjs","https://github.com/josdejong/mathjs","An extensive math library for JavaScript and Node.js","JavaScript","9399","857","2020-01-06T21:31:03Z"
"MikeMcl / decimal.js","https://github.com/MikeMcl/decimal.js","An arbitrary-precision Decimal type for JavaScript","JavaScript","3236","284","2019-07-25T09:40:29Z"
"markedjs / marked","https://github.com/markedjs/marked","A markdown parser and compiler. Built for speed.","JavaScript","21219","2725","2019-12-27T14:38:19Z"
"lessfish / codedog","https://github.com/lessfish/codedog","a tool to help you view live demos created by markdown","HTML","12","3","2018-12-21T14:53:50Z"
"easonhan007 / webdriver_guide","https://github.com/easonhan007/webdriver_guide","webdriver guide","HTML","629","339","2016-11-27T06:02:26Z"
"Sylius / Sylius","https://github.com/Sylius/Sylius","Open Source eCommerce Platform on Symfony","PHP","5575","1628","2020-01-07T09:23:19Z"
"dg / texy","https://github.com/dg/texy","Texy! is the best humane Web text generator","HTML","132","23","2019-12-11T20:06:08Z"
